,Y
Cediranib_HT-1080,2.304899
GSK2606414_HCC1143,5.324214
AGI-5198_MOLT-4,4.151004
LJI308_HH,5.224994
VE-822_COLO-684,3.595482
Bortezomib_MSTO-211H,-3.826335
Sorafenib_SJSA-1,2.256644
Linsitinib_MDA-MB-231,4.982542
Niraparib_KARPAS-45,3.904922
ABT737_YT,2.724839
OTX015_MS-1,0.334362
Cytarabine_BFTC-905,-1.159568
Picolinici-acid_HMV-II,5.415867
MN-64_OACM5-1,5.618197
Cisplatin_RCC-JW,2.642111
Dinaciclib_NCI-H727,1.149971
Dabrafenib_LoVo,2.100064
Uprosertib_DU-145,5.224036
SB216763_ZR-75-30,7.034196
Dabrafenib_EoL-1-cell,1.66914
VE821_VMRC-RCZ,7.337391
GSK591_T84,3.922906
GSK269962A_UACC-893,2.535916
GSK343_OV-56,3.831308
MK-2206_HOS,3.209333
Obatoclax Mesylate_Ca9-22,0.05081
PCI-34051_HCC-15,4.970977
AZD7762_SW900,0.315268
Gefitinib_LB996-RCC,1.902921
GDC0810_OVISE,5.875453
WZ4003_SW1463,4.942285
AZD4547_CHL-1,3.353299
VE821_KG-1,2.413621
Camptothecin_NCI-H1793,-1.238479
Dinaciclib_NCI-H2795,-3.563368
GSK2578215A_SKN,4.662031
WIKI4_HL-60,2.281963
Epirubicin_MEG-01,-1.596302
VE-822_DU-145,3.932601
Uprosertib_KASUMI-1,1.700318
LY2109761_MIA-PaCa-2,4.929582
Ibrutinib_VCaP,5.603
EPZ5676_SUP-M2,3.915538
Cediranib_SW756,3.74862
5-Fluorouracil_SW1463,4.627982
ML323_AM-38,4.130325
GSK343_Ca-Ski,3.167218
GSK591_SK-CO-1,4.560693
MG-132_NCI-H835,-0.19206
UMI-77_WM1552C,2.430542
VX-11e_NCI-H2369,4.653787
OF-1_PANC-08-13,4.272894
Entinostat_GP5d,2.34622
Vinorelbine_IST-MES1,-0.154073
Wnt-C59_MDA-MB-361,3.806801
EPZ004777_KATOIII,6.898387
AGI-5198_TCCSUP,4.685212
Daporinad_OE33,-4.084677
Ruxolitinib_EM-2,2.896163
5-Fluorouracil_LN-229,7.50216
Dabrafenib_RCM-1,4.914301
Crizotinib_VA-ES-BJ,3.291346
Tamoxifen_KM12,2.757845
Oxaliplatin_SK-MES-1,5.663989
Lapatinib_PANC-04-03,5.204528
Cyclophosphamide_A2780,5.428228
AZD3759_BB49-HNC,3.581696
AMG-319_RH-41,4.780092
VE821_MFH-ino,5.723717
Oxaliplatin_SUP-HD1,2.090877
ML323_REH,3.482494
Dasatinib_SBC-3,0.782347
Dabrafenib_Caov-4,6.292216
GSK1904529A_TUR,3.768903
Afuresertib_NCI-H1975,1.04883
MK-8776_42-MG-BA,2.373217
NVP-ADW742_NCI-H2228,3.551143
Taselisib_JHU-022,-0.355836
PD173074_RH-1,3.231271
Taselisib_RERF-LC-KJ,2.88778
AGI-6780_C32,5.395153
Venetoclax_EW-11,1.349425
Gemcitabine_ALL-SIL,-3.590297
GSK2578215A_EPLC-272H,5.496434
Olaparib_NCI-H2087,5.615052
Taselisib_T98G,1.515617
Navitoclax_NCI-H1573,2.034656
Gemcitabine_NCI-H727,2.115842
GSK343_IST-MES1,3.141594
UMI-77_HCT-15,2.249575
Oxaliplatin_K5,2.2865
Irinotecan_MDA-MB-231,2.743274
I-BET-762_MES-SA,4.272747
NVP-ADW742_NCI-H1650,5.6666
BMS-345541_LB771-HNC,3.742042
AGI-5198_LU-135,5.121007
GSK343_SW756,3.660415
WEHI-539_NCI-H64,1.552849
Epirubicin_HCC1806,-1.576359
GSK2578215A_SW1783,4.496053
GSK591_EFM-19,4.593735
GSK2578215A_PC-3_[JPC-3],6.640644
Temozolomide_KARPAS-299,3.433828
Pevonedistat_A101D,-0.268935
AZD4547_CAL-72,-0.048077
Alisertib_CAPAN-2,4.550836
Entospletinib_EFO-21,4.660908
AZD6738_ML-2,0.369681
GSK591_NCI-H2347,6.18333
Gemcitabine_RCC10RGB,0.017493
5-Fluorouracil_OCI-M1,4.036778
Ipatasertib_WM35,4.447755
Palbociclib_OCI-AML3,1.119642
Crizotinib_SK-PN-DW,0.910731
Venetoclax_NCI-H1048,-0.880929
LCL161_EW-24,5.279408
Afatinib_NCI-H835,0.642361
Sapitinib_VMRC-RCZ,6.06214
AMG-319_HEC-1,6.16622
PRIMA-1MET_CCK-81,5.189486
ML323_HuCCT1,5.059196
BIBR-1532_KARPAS-620,4.868724
PCI-34051_CP66-MEL,5.92884
AZD4547_AGS,2.777182
AZ960_JiyoyeP-2003,0.113061
WZ4003_NB(TU)1-10,2.396724
Bortezomib_MOLT-4,-5.542365
IWP-2_MKN1,3.431723
OTX015_SW13,3.696957
Epirubicin_BC-1,-2.772673
Dactolisib_KYSE-140,-2.876385
Palbociclib_NCI-H1694,5.455031
OF-1_SW780,3.336621
Temozolomide_HCC1806,6.527292
VE-822_MDST8,4.698689
PCI-34051_JIMT-1,5.319795
Crizotinib_MPP-89,3.115376
Entinostat_OVK-18,3.599351
GSK591_KG-1,4.840443
Gefitinib_NB69,1.225599
PD0325901_AN3-CA,1.756022
Fulvestrant_IM-9,0.804952
VX-11e_HuH-7,3.594864
Olaparib_MRK-nu-1,4.153779
Gemcitabine_HEC-1,3.075833
AZD8186_BT-549,3.148676
AGI-5198_COR-L32,5.328495
5-Fluorouracil_ASH-3,5.570714
LJI308_MHH-PREB-1,4.729206
Pyridostatin_A101D,3.515414
ABT737_NCI-H1435,0.57183
I-BRD9_MV-4-11,1.395603
Linsitinib_GOTO,4.313966
Afatinib_MDA-MB-231,1.678167
Wee1 Inhibitor_OACp4C,2.473141
VX-11e_42-MG-BA,2.899096
Alpelisib_NB12,0.074107
Daporinad_SK-N-SH,-5.061722
Wnt-C59_GOTO,4.019287
I-BET-762_SW1417,4.468294
Temozolomide_SKN-3,6.51928
GNE-317_NCI-H3118,0.703168
Lapatinib_SK-N-DZ,2.366371
Pyridostatin_MHH-PREB-1,2.178285
VX-11e_OVCAR-5,2.090779
MIRA-1_TE-6,6.043838
LJI308_SUIT-2,7.334651
ABT737_HuP-T3,3.487235
IWP-2_KP-2,3.264158
MK-1775_HSC-2,1.006788
AGI-6780_HPAF-II,5.261919
Vinorelbine_IM-9,-5.964296
Oxaliplatin_HCC1806,2.119288
Sapitinib_LU-99A,5.889784
BIBR-1532_COLO-320-HSR,1.168022
LCL161_CHSA8926,3.529931
Tamoxifen_OCI-AML2,2.751233
Dasatinib_EW-13,3.796025
GSK1904529A_LOUCY,1.63274
PD0325901_PCI-30,1.777721
Savolitinib_SW982,2.95129
MG-132_SW982,-1.708398
Alpelisib_ZR-75-30,2.922
LCL161_NCI-H1975,4.742234
Daporinad_ZR-75-30,0.887538
Docetaxel_MFE-280,-1.177496
Vinorelbine_769-P,-2.140937
Ibrutinib_COLO-824,4.505591
Afatinib_SU8686,4.460351
5-Fluorouracil_CS1,4.522105
PCI-34051_C-4-I,5.109406
Uprosertib_EMC-BAC-2,2.901272
Picolinici-acid_QGP-1,5.999788
ZM447439_HCC70,1.415901
Sepantronium bromide_NCI-H226,-2.95693
WZ4003_MOLP-8,3.168986
Dactolisib_NCI-H1563,0.035978
SCH772984_HDQ-P1,2.309623
UMI-77_COR-L279,2.339789
Foretinib_IGROV-1,-0.545036
Uprosertib_Caov-4,4.549932
Ibrutinib_HPAC,5.743136
Niraparib_SCC-3,2.601446
NU7441_HCC1937,3.024118
LCL161_HPAF-II,5.381735
PRIMA-1MET_H9,2.32067
Docetaxel_HCC1937,-2.902607
Vorinostat_SK-CO-1,1.249649
Docetaxel_YAPC,-2.445342
VE-822_DoTc2-4510,2.801123
LGK974_NCI-H847,3.939593
PRIMA-1MET_BC-1,2.699168
Erlotinib_NCI-H1568,0.174693
PLX-4720_HCC-827,3.289286
Cyclophosphamide_TUR,3.604448
Dabrafenib_DBTRG-05MG,1.865822
Alisertib_SU-DHL-5,-2.550424
Docetaxel_MDA-MB-468,-5.540448
Entinostat_HSC-2,2.791244
WEHI-539_Raji,4.423728
MK-1775_EW-18,-0.533849
Olaparib_B-CPAP,3.907588
Wee1 Inhibitor_NCI-H2066,4.306992
Sorafenib_HCC1569,2.354399
GNE-317_OVTOKO,0.345616
Telomerase Inhibitor IX_OACp4C,1.33321
AZD3759_RF-48,2.258391
AZD8186_HCC1419,3.582858
Picolinici-acid_MOLT-13,4.584591
Osimertinib_Daudi,0.936866
Docetaxel_HuCCT1,-4.144449
GNE-317_HGC-27,-1.780396
P22077_NCI-H2122,3.641316
Nutlin-3a (-)_C32,4.868017
Sabutoclax_SK-MEL-2,1.233946
EPZ5676_ETK-1,5.029864
OTX015_TYK-nu,3.353
WZ4003_A172,4.706329
Sapitinib_TUR,3.981973
GSK2606414_P32-ISH,2.399478
PLX-4720_NCI-H720,5.791575
GSK1904529A_SHP-77,2.905066
Afatinib_RERF-LC-KJ,1.758796
BIBR-1532_SW684,5.932692
WZ4003_HC-1,3.491178
MIRA-1_MG-63,5.622046
EPZ004777_SJSA-1,4.271578
Osimertinib_HD-MY-Z,5.24113
Bortezomib_NCI-H1563,-2.51439
Oxaliplatin_KYSE-220,1.71574
Nilotinib_A704,1.453144
Afatinib_GR-ST,0.795574
Dasatinib_FADU,2.131844
Entinostat_COLO-205,2.117931
EPZ004777_HOP-92,5.843658
AZD6738_LS-411N,0.440502
AZD6738_GA-10,0.182651
MN-64_LAMA-84,3.769308
Afatinib_IGROV-1,-0.948808
Nilotinib_NCI-H1648,3.134403
Afatinib_K5,2.800145
Osimertinib_HOS,1.236052
Uprosertib_OVISE,3.908441
Vorinostat_HSC-3,0.728222
I-BET-762_KP-N-YN,5.848185
Sorafenib_UACC-812,2.087423
Entinostat_DU-145,4.342648
AZD8186_C3A,5.673738
Navitoclax_PC-14,5.772304
Dabrafenib_ALL-SIL,2.767618
Sapitinib_NCI-H1355,3.380224
GNE-317_SNU-C2B,1.362277
EPZ004777_SISO,5.552423
Tamoxifen_UACC-257,4.213902
Niraparib_Calu-3,4.914112
Cisplatin_COLO-684,3.76858
NU7441_MCF7,1.840831
Obatoclax Mesylate_KYSE-450,0.844147
Camptothecin_YAPC,-1.756217
AZD3759_LN-229,2.950803
Cediranib_AU565,1.838257
IWP-2_U251,3.369805
AZ960_KG-1,0.399348
Nilotinib_COLO-684,2.419823
Lapatinib_L-1236,1.333073
BMS-345541_SUP-M2,1.789948
OTX015_NCI-H727,4.565273
Bortezomib_LoVo,-4.308116
CZC24832_TE-8,4.868331
Oxaliplatin_U-2-OS,5.07386
ML323_SW756,5.466858
Niraparib_SK-LMS-1,3.784211
Nutlin-3a (-)_LAMA-84,3.145114
MN-64_A3-KAW,3.448211
LJI308_HL-60,4.227461
Fulvestrant_Hs-633T,2.243818
Crizotinib_GI-ME-N,4.573733
Pictilisib_HCC-78,-0.121118
Wnt-C59_NCI-H661,4.654964
Dabrafenib_SiHa,6.039579
YK-4-279_TGBC24TKB,2.192233
PD0325901_FU-OV-1,0.982776
LY2109761_SCC-4,5.285074
Tamoxifen_M059J,4.315157
Paclitaxel_ST486,-4.789239
EPZ004777_TGBC11TKB,4.197737
NVP-ADW742_NUGC-3,3.096175
MN-64_WM35,5.484352
Ipatasertib_OVISE,2.893917
Venetoclax_EFO-21,5.110991
I-BET-762_DND-41,2.060098
MIRA-1_MEL-JUSO,5.966524
MK-2206_Saos-2,3.164571
GDC0810_BFTC-909,5.030873
MK-8776_AM-38,2.856823
AZD7762_RKN,1.874917
Sapitinib_JHH-1,2.574861
Docetaxel_HPAF-II,-3.067352
NVP-ADW742_JJN-3,0.883539
Cytarabine_Saos-2,2.45782
Leflunomide_CCK-81,4.632662
Palbociclib_HCC2218,1.976144
Venetoclax_NCI-H650,1.755157
AZD6738_NCI-H1092,4.733686
EPZ004777_HCC-827,5.729345
MK-2206_NCI-H1693,4.532242
Oxaliplatin_ESO26,2.694379
Lapatinib_SK-PN-DW,2.590879
PRT062607_DBTRG-05MG,6.275139
Bortezomib_GCIY,-4.901581
Wnt-C59_COR-L311,3.040404
MK-1775_IGR-37,0.308876
WZ4003_CAMA-1,5.112065
GSK591_GI-1,4.988788
ML323_EW-1,3.934324
AGI-6780_HCC1428,5.12297
GSK1904529A_NCI-H250,6.975488
Cediranib_NY,1.364271
MG-132_CESS,-1.989904
PLX-4720_NB14,4.562543
SB505124_COLO-320-HSR,2.383712
GSK2578215A_EW-1,4.636685
PFI3_NCI-H2818,6.392148
Sapitinib_MPP-89,4.030534
Tamoxifen_HCC2157,3.184994
Docetaxel_KMS-12-BM,-5.844165
MN-64_NCI-H1435,5.062495
Ruxolitinib_IM-95,4.66776
Wee1 Inhibitor_SNU-175,2.568146
Telomerase Inhibitor IX_OACM5-1,-0.074493
Fulvestrant_TYK-nu,4.187903
Savolitinib_OC-314,3.039142
P22077_SK-UT-1,5.427781
Afatinib_U-698-M,0.814469
Erlotinib_CGTH-W-1,3.62247
PD0325901_VM-CUB-1,0.394857
BMS-345541_SK-N-DZ,4.597986
VE-822_PL18,5.458872
AGI-6780_SBC-5,2.559493
Wnt-C59_Ramos-2G6-4C10,2.883888
WEHI-539_NCI-H441,6.185619
Tamoxifen_SNU-1,4.628677
Vinblastine_VA-ES-BJ,-4.0475
MG-132_SJSA-1,-1.271589
Dinaciclib_SW48,-2.021029
ML323_BICR10,4.749724
Vorinostat_NCI-H596,2.959274
Olaparib_HSC-3,4.24956
Cisplatin_SKG-IIIa,3.214802
Ibrutinib_MCF7,6.228687
Gefitinib_HSC-2,1.236192
Alpelisib_IGR-37,4.374434
Picolinici-acid_SW900,6.130051
Olaparib_OE21,4.667162
GSK591_NCI-H650,3.895087
Ibrutinib_SKM-1,4.587751
Trametinib_D-392MG,0.626891
MK-2206_JURL-MK1,2.130481
BMS-345541_NCI-H3122,2.585516
Savolitinib_SK-MEL-2,2.28576
GSK343_NCI-H1581,1.611418
SCH772984_AMO-1,1.555661
Afuresertib_RPMI-8402,-0.697511
Afuresertib_CAL-27,3.718253
PD0325901_RPMI-8866,-0.317755
Dactolisib_U251,0.20042
Cediranib_KMS-12-BM,1.691743
Taselisib_HD-MY-Z,6.02208
Dabrafenib_SCC-15,5.055855
Dasatinib_HL-60,2.287518
Uprosertib_RF-48,1.619526
Cisplatin_Detroit562,2.769084
GSK343_H-EMC-SS,3.798098
PRIMA-1MET_Ramos-2G6-4C10,2.840249
Entinostat_EW-3,0.517225
PD173074_IA-LM,2.644663
LY2109761_OSC-20,6.226923
NVP-ADW742_NCI-H2141,2.20722
Ipatasertib_SNU-C2B,4.897038
AZD4547_SHP-77,2.658967
Epirubicin_DMS-53,-0.178692
LY2109761_OCI-AML3,4.887165
WEHI-539_HT-1197,3.696321
Afatinib_SBC-5,1.828133
MG-132_A172,-2.559076
LY2109761_SCC-3,4.271225
Sapitinib_RERF-LC-KJ,3.577993
Entospletinib_NUGC-3,3.298257
Afuresertib_NCI-H209,2.760607
VX-11e_KGN,3.622665
Temozolomide_PANC-10-05,6.877997
Uprosertib_LS-180,3.166743
Uprosertib_TE-1,4.697541
WIKI4_VA-ES-BJ,4.692451
Wnt-C59_ES5,3.842324
WZ4003_SW982,2.139181
Ruxolitinib_TE-15,5.123254
GNE-317_GCIY,-0.467236
EPZ004777_RXF393,5.197733
BIBR-1532_639-V,3.855605
Venetoclax_HAL-01,-1.711195
Nutlin-3a (-)_BFTC-905,4.838823
Wee1 Inhibitor_SW1463,2.295247
Olaparib_COLO-829,3.426817
LJI308_CFPAC-1,6.381109
VX-11e_EW-22,2.756149
Obatoclax Mesylate_BICR78,2.079535
GSK591_Mewo,3.991033
Obatoclax Mesylate_CW-2,1.754959
Temozolomide_NCI-H841,5.304225
GDC0810_DG-75,5.25169
Palbociclib_SNU-C5,3.398217
KRAS (G12C) Inhibitor-12_A704,4.787487
Leflunomide_KARPAS-1106P,3.625769
YK-4-279_IST-MES1,5.522972
AZD3759_HCC-15,4.098656
AZD8186_PANC-04-03,3.885125
I-BET-762_HuTu-80,3.115983
Bortezomib_RPMI-7951,-5.451146
P22077_KYSE-520,4.656473
GDC0810_HEC-1,5.470929
Epirubicin_SNU-182,-0.465751
Trametinib_OCUM-1,-6.438864
Osimertinib_SW1990,2.424778
Pevonedistat_KP-1N,1.760983
Gefitinib_COLO-829,4.832546
Dactolisib_SF539,-1.952648
I-BET-762_GCT,3.408189
GSK2578215A_OCI-AML2,3.35973
VE-822_T84,4.392775
AZD6738_SCC-15,2.860159
Pictilisib_L-1236,0.198061
KRAS (G12C) Inhibitor-12_CTV-1,2.252683
Cediranib_ME-1,2.474486
Alisertib_JHH-6,2.181466
Oxaliplatin_RCC10RGB,6.602908
WZ4003_MDA-MB-453,3.867428
Bortezomib_OS-RC-2,-4.281814
VX-11e_SJRH30,2.959285
Dinaciclib_HuCCT1,-1.977045
PCI-34051_NCI-H810,3.753687
PD0325901_FLO-1,0.488015
Alisertib_MPP-89,2.12684
Daporinad_AMO-1,-6.989997
Sepantronium bromide_ACHN,-4.08009
AZ960_EB2,1.215827
Oxaliplatin_NCI-H1944,3.858422
Dinaciclib_NCI-H1915,-3.06409
AZ960_PWR-1E,0.439266
Erlotinib_HD-MY-Z,6.065186
Savolitinib_TC-71,1.692024
Nutlin-3a (-)_RPMI-8402,3.177077
LY2109761_KMRC-20,5.499523
UMI-77_KYAE-1,3.444495
GSK2578215A_MSTO-211H,4.908884
GNE-317_A2780,-1.637302
AZD3759_LS-411N,3.841208
EPZ5676_TE-1,5.692392
Sabutoclax_NCI-H1915,1.132394
Fulvestrant_PA-TU-8902,3.886232
LJI308_MOLT-4,3.453268
Cyclophosphamide_MDA-MB-436,5.758726
KU-55933_MDA-MB-468,3.764652
Leflunomide_ATN-1,4.13243
IWP-2_GCIY,2.821103
AZD8055_C2BBe1,0.946324
Sepantronium bromide_VMRC-RCZ,-5.163263
NVP-ADW742_CAL-148,4.795899
Irinotecan_MOG-G-UVW,0.486886
Lapatinib_SNU-423,4.027927
MK-1775_HGC-27,-0.205342
GSK343_SU-DHL-8,1.382451
Sepantronium bromide_NCI-H2722,-1.780616
Tamoxifen_NCI-H835,2.721768
PD173074_HDQ-P1,4.505466
Cytarabine_D-283MED,-1.547959
Camptothecin_NCI-H2122,-3.085383
Epirubicin_ATN-1,-3.635431
PLX-4720_SK-MEL-1,2.616602
AZD7762_DU-4475,-0.891163
Picolinici-acid_NCI-H1694,5.167532
PD0325901_RS4-11,1.083896
UMI-77_BE2-M17,3.220257
Venetoclax_NCI-H810,1.440842
AZD6738_NCI-H2141,2.595159
Ipatasertib_SK-ES-1,2.820731
Sapitinib_SUP-B15,4.219167
Lapatinib_SF539,2.58952
PLX-4720_TT2609-C02,7.297995
MIRA-1_RL95-2,5.315901
PRT062607_OVCA420,4.07226
GSK591_SUP-T1,2.939343
EPZ004777_KG-1,4.931111
Epirubicin_OCI-AML3,-2.631466
AZD8186_NKM-1,2.298956
Fulvestrant_D-392MG,2.885283
Sorafenib_KATOIII,2.214323
WIKI4_OVCAR-3,3.007456
Afuresertib_LN-18,2.790292
Epirubicin_SK-OV-3,0.050659
SCH772984_SW948,1.078811
Osimertinib_NCI-H1435,2.26351
Linsitinib_NCI-H747,2.899564
Picolinici-acid_NCI-H3118,5.323328
Leflunomide_KYM-1,4.284435
MK-1775_HCC1954,1.771727
Nutlin-3a (-)_SK-N-FI,6.110952
Erlotinib_MDA-MB-453,2.892521
AZD5582_LU-65,0.606415
PD0325901_SNU-175,-1.53968
5-Fluorouracil_HL-60,3.006593
UMI-77_MHH-CALL-2,1.266233
GSK2578215A_JHH-6,6.517286
MK-2206_D-283MED,1.913096
Ruxolitinib_JHH-4,4.896616
GSK1904529A_SK-N-DZ,2.299931
AZD5582_A101D,-4.754283
GSK343_VCaP,2.723282
MK-8776_Daudi,1.177097
Alisertib_CL-11,-0.587408
MN-64_CS1,5.998814
Fulvestrant_SK-N-AS,4.029266
AMG-319_EM-2,3.455297
PFI3_MEL-JUSO,5.763745
Fulvestrant_ST486,1.867683
MIRA-1_CAL-148,4.186694
Leflunomide_5637,4.487524
GDC0810_LU-135,5.277574
Vinorelbine_TYK-nu,-2.725379
ABT737_KYSE-50,1.61913
Dasatinib_NCI-H2085,-1.687975
UMI-77_NCI-H727,1.833106
AZD5582_RD,2.123824
ML323_BC-1,2.522027
LGK974_TGBC1TKB,5.417615
MK-2206_OCI-AML5,2.833035
Pyridostatin_NCI-H1092,3.061711
Dabrafenib_BT-20,4.708043
AZD3759_NB7,2.768502
KRAS (G12C) Inhibitor-12_MC-CAR,2.250601
I-BRD9_UACC-62,4.056423
LGK974_CAL-72,4.849377
AZD8186_JHH-2,0.041526
Pevonedistat_PWR-1E,0.215497
GSK591_OVTOKO,5.981863
Vinblastine_T-T,-5.734699
AMG-319_KYSE-50,4.964843
PRT062607_OCI-AML3,0.683775
GSK2606414_KU812,1.042221
Entospletinib_WM35,3.341066
PCI-34051_CAL-33,5.488958
WEHI-539_SCC-15,2.907049
Dinaciclib_SISO,-1.323712
Pictilisib_A101D,0.791929
Cisplatin_COLO-668,2.146086
I-BRD9_COLO-205,4.842924
GSK2578215A_MONO-MAC-6,3.782837
Lapatinib_FADU,0.411911
Daporinad_G-292-Clone-A141B1,-3.892293
Afuresertib_HCC-827,4.113963
Obatoclax Mesylate_JHH-2,1.582262
UMI-77_CAL-33,1.556987
IWP-2_ALL-SIL,1.908472
AZD3759_TE-8,1.554271
Wnt-C59_PL18,4.316307
PFI3_SF539,4.012182
AZD7762_RPMI-8226,-1.280537
PFI3_CAL-39,4.586229
Oxaliplatin_KMRC-1,5.082302
LY2109761_GMS-10,3.119369
Vinblastine_TOV-112D,-5.680986
Navitoclax_EMC-BAC-2,2.821918
Camptothecin_CHP-134,-3.817771
Paclitaxel_TGBC1TKB,-1.202252
Cytarabine_SW620,0.990397
LCL161_Daudi,4.347158
Obatoclax Mesylate_HPAF-II,2.660595
ML323_L-1236,2.964346
Ipatasertib_OVCAR-4,5.864217
Foretinib_SUP-T1,0.731448
GSK1904529A_NCI-H1650,6.171024
Fulvestrant_RS4-11,2.441205
MG-132_ES6,-2.973255
I-BRD9_NCI-H1703,3.6141
MIRA-1_BV-173,4.473712
Erlotinib_KARPAS-1106P,2.556823
BMS-345541_NB(TU)1-10,1.961978
PD0325901_HCC1187,2.242383
AZ960_OVCAR-5,3.177369
PFI3_NH-12,5.739002
P22077_LS-411N,2.295711
EPZ004777_MM1S,3.354915
GSK2606414_BALL-1,2.421511
Paclitaxel_GAK,-1.56339
Taselisib_MKN45,1.291528
Telomerase Inhibitor IX_SK-ES-1,0.219982
AZD4547_EJM,2.648717
Afuresertib_MKN7,3.093357
GNE-317_SW1417,1.808583
Osimertinib_DG-75,2.338482
Linsitinib_TE-9,3.488638
Savolitinib_MONO-MAC-6,0.698411
UMI-77_T47D,2.250459
Venetoclax_ME-180,1.76774
Osimertinib_NCI-H2795,0.791408
GNE-317_KMRC-20,1.000889
BMS-345541_HEC-1,5.890346
AZ960_LN-229,3.860353
5-Fluorouracil_EC-GI-10,4.768843
SCH772984_OPM-2,1.846509
Cisplatin_23132-87,3.985785
Entinostat_MKN45,3.117446
GSK1904529A_MDA-MB-231,4.281477
Trametinib_Mewo,-0.849718
Sapitinib_NCI-H1650,2.29765
MK-8776_KP-3,5.741753
EPZ004777_IST-SL2,3.751495
Temozolomide_MV-4-11,4.894619
Pictilisib_SNU-C2B,2.410869
Niraparib_NOS-1,3.653306
Sorafenib_PANC-02-03,3.697409
Gemcitabine_EW-1,-5.227778
AZD8186_NCI-H358,3.782742
Sepantronium bromide_NKM-1,-4.832643
Gemcitabine_NCI-H1563,5.010772
Irinotecan_YH-13,2.850498
Venetoclax_NUGC-3,3.251462
MK-1775_OCI-AML5,-0.527145
Picolinici-acid_HCC1937,4.669493
Alpelisib_ES1,1.293526
AMG-319_NCI-H2591,7.343063
Nutlin-3a (-)_PF-382,3.668733
ML323_SNU-1040,5.076305
NVP-ADW742_T-T,1.385346
Gefitinib_NCI-H2731,3.83263
Taselisib_DSH1,1.768335
VE-822_NCI-H2591,5.332549
Pictilisib_BxPC-3,1.337693
EPZ004777_PFSK-1,4.159896
Nilotinib_COR-L32,1.952648
WZ4003_MPP-89,3.528512
UMI-77_HuH-7,4.705938
Axitinib_EVSA-T,1.565715
Erlotinib_MKN45,4.304458
Gefitinib_NCI-H2347,6.175035
IWP-2_LN-405,3.579293
GSK2578215A_IST-SL2,4.639339
Alpelisib_SW1783,3.735829
UMI-77_ESS-1,1.653367
VX-11e_LB831-BLC,3.918488
EPZ5676_LK-2,5.624272
Ibrutinib_OE19,-0.44407
WZ4003_MHH-PREB-1,4.760223
ML323_HT-3,4.180938
MK-8776_BT-474,5.615187
Sapitinib_HDQ-P1,-0.025162
GSK1904529A_HCC1954,4.20704
Cisplatin_NCI-H810,4.229967
VE-822_PF-382,1.909435
Dabrafenib_NCI-H524,3.481467
Sapitinib_NCI-H3118,0.648779
AZD8186_WSU-DLCL2,1.082626
VE821_CHL-1,4.027155
AZD4547_BT-20,3.158767
Nilotinib_COR-L105,3.46035
IWP-2_GAK,2.191965
Linsitinib_SK-MEL-2,4.970634
PRT062607_C2BBe1,5.509748
Gefitinib_MKN1,3.061174
P22077_NCI-H1581,3.345144
Gefitinib_SW948,4.237975
MK-1775_SUP-M2,-1.429479
GSK2606414_NCI-H841,3.280842
SCH772984_COLO-792,-0.003199
GSK2578215A_OE19,5.455838
Erlotinib_CPC-N,2.618851
GSK2578215A_Ca-Ski,3.765295
Gemcitabine_HCC1187,6.182657
AGI-5198_HuP-T4,4.304211
WEHI-539_SU-DHL-8,-2.081293
Uprosertib_HEL,3.774259
Dasatinib_MFM-223,3.881764
Telomerase Inhibitor IX_NCI-H1944,2.481387
Nilotinib_RKN,5.227492
AZD3759_NCI-H2087,4.169326
YK-4-279_SNU-C1,5.260221
SCH772984_OVTOKO,4.421329
EPZ5676_Mo-T,5.321988
AMG-319_RT4,5.11803
Pictilisib_LAMA-84,2.199794
Sorafenib_K5,2.644561
AZD4547_SIMA,1.649799
I-BRD9_NCI-H2122,3.565245
AGI-5198_TGW,3.674539
WIKI4_ML-2,2.843414
AZD5582_HDLM-2,1.798802
VE-822_8305C,4.471217
ABT737_SF539,3.824484
WIKI4_MDA-MB-157,3.548396
Nutlin-3a (-)_TC-YIK,4.425177
AZD6738_CAS-1,2.372956
Alisertib_MKN45,2.319278
I-BET-762_NCI-H1666,3.25698
SCH772984_DMS-79,3.845995
UMI-77_HCC1500,3.123214
AZD6738_SW1088,1.911774
AZ960_CP66-MEL,5.794819
Savolitinib_HTC-C3,2.062944
UMI-77_EFM-192A,2.25509
LY2109761_NCI-H82,4.095196
Oxaliplatin_CAL-33,3.637016
Obatoclax Mesylate_LU-99A,2.203493
IWP-2_MM1S,1.350259
PCI-34051_DND-41,2.97747
VE-822_KS-1,2.274653
GSK2578215A_RPMI-8402,2.419174
MIRA-1_COLO-680N,6.812481
Linsitinib_RC-K8,4.540104
Palbociclib_SW756,6.118066
PRT062607_OS-RC-2,4.548293
Olaparib_HT-1080,3.706178
LY2109761_EN,5.533928
Vorinostat_OAW-42,2.343198
UMI-77_SW626,2.59918
Fulvestrant_LN-405,4.173749
GSK2578215A_Daudi,3.850214
Dinaciclib_GI-1,-3.039823
WEHI-539_MC-CAR,-2.560291
Foretinib_HPAF-II,1.209239
Irinotecan_DK-MG,5.389061
AGI-6780_A375,4.144572
Crizotinib_TE-9,3.396742
AZD4547_SKN-3,3.126256
Linsitinib_DAN-G,3.506525
Gemcitabine_IST-SL2,-3.106466
AMG-319_NTERA-2-cl-D1,4.918898
Telomerase Inhibitor IX_CADO-ES1,0.483138
GSK1904529A_G-361,3.053941
MIRA-1_NCI-H1838,7.096857
